timestamp,month,hour,T_amb,GHI,DNI,DHI,wind_speed,RH
2014-06-04 04:00:00,6,4,16.28,38.0,0.0,38.0,0.97,83.6
2014-06-04 05:00:00,6,5,16.83,55.0,0.0,55.0,0.9,78.0
2014-06-04 06:00:00,6,6,17.04,86.0,0.0,86.0,0.9,78.0
2014-06-04 07:00:00,6,7,18.09,183.0,0.0,183.0,0.48,72.95
2014-06-04 08:00:00,6,8,18.8,781.0,392.2,410.0,0.69,70.55
2014-06-04 09:00:00,6,9,19.21,595.0,124.72,476.0,0.97,68.2
2014-06-04 10:00:00,6,10,19.71,574.0,131.33,454.0,1.31,63.7
2014-06-04 11:00:00,6,11,20.16,334.0,12.08,324.0,1.52,63.7
2014-06-04 12:00:00,6,12,20.46,183.0,0.0,183.0,1.52,63.7
2014-06-04 13:00:00,6,13,20.61,142.0,0.0,142.0,1.38,61.6
2014-06-04 14:00:00,6,14,21.02,54.0,0.0,54.0,1.38,59.5
2014-06-04 15:00:00,6,15,20.54,15.0,0.0,15.0,1.31,63.7
2014-06-04 16:00:00,6,16,19.34,0.0,-0.0,0.0,1.66,65.85
2014-06-04 17:00:00,6,17,17.45,0.0,-0.0,0.0,1.79,72.8
2014-06-04 18:00:00,6,18,16.36,0.0,-0.0,0.0,1.72,77.95
2014-06-04 19:00:00,6,19,15.67,0.0,-0.0,0.0,1.79,77.85
2014-06-04 20:00:00,6,20,14.91,0.0,-0.0,0.0,1.72,80.55
2014-06-04 21:00:00,6,21,14.58,0.0,-0.0,0.0,1.66,80.55
2014-06-04 22:00:00,6,22,13.98,0.0,-0.0,0.0,1.72,83.35
2014-06-04 23:00:00,6,23,13.54,0.0,-0.0,0.0,1.72,83.35
2014-06-05 00:00:00,6,0,13.38,0.0,-0.0,0.0,1.66,83.25
2014-06-05 01:00:00,6,1,13.3,0.0,-0.0,0.0,1.66,83.25
2014-06-05 02:00:00,6,2,12.6,6.0,0.0,6.0,1.66,83.25
2014-06-05 03:00:00,6,3,14.32,159.0,95.19,130.0,1.45,83.4
2014-06-05 04:00:00,6,4,19.1,397.0,447.87,179.0,1.1,61.4
2014-06-05 05:00:00,6,5,21.71,597.0,613.26,197.0,0.9,50.05
2014-06-05 06:00:00,6,6,23.25,760.0,693.8,212.0,0.21,42.25
2014-06-05 07:00:00,6,7,24.36,882.0,743.66,220.0,0.28,39.55
2014-06-05 08:00:00,6,8,25.4,959.0,791.4,210.0,0.14,35.8
2014-06-05 09:00:00,6,9,26.19,974.0,806.52,204.0,0.55,32.35
2014-06-05 10:00:00,6,10,26.77,930.0,803.71,195.0,1.31,32.5
2014-06-05 11:00:00,6,11,27.2,817.0,748.3,197.0,2.0,32.65
2014-06-05 12:00:00,6,12,27.28,636.0,583.49,226.0,2.28,33.8
2014-06-05 13:00:00,6,13,26.94,428.0,377.66,222.0,2.41,34.9
2014-06-05 14:00:00,6,14,26.28,308.0,530.4,113.0,2.07,36.05
2014-06-05 15:00:00,6,15,25.19,44.0,0.0,44.0,1.17,42.75
2014-06-05 16:00:00,6,16,23.54,0.0,-0.0,0.0,0.83,54.1
2014-06-05 17:00:00,6,17,24.04,0.0,-0.0,0.0,0.28,40.9
2014-06-05 18:00:00,6,18,23.13,0.0,-0.0,0.0,0.97,42.1
2014-06-05 19:00:00,6,19,19.19,0.0,-0.0,0.0,1.79,55.2
2014-06-05 20:00:00,6,20,17.58,0.0,-0.0,0.0,1.93,61.05
2014-06-05 21:00:00,6,21,16.87,0.0,-0.0,0.0,1.66,67.75
2014-06-05 22:00:00,6,22,16.22,0.0,-0.0,0.0,1.52,70.1
2014-06-05 23:00:00,6,23,15.76,0.0,-0.0,0.0,1.45,75.15
